0,1,1,132,0,16,17,530000 # NADIR_144ROWS_30SECS_3SUBDS -- EXECTIME=29435MS
0,1,1,132,0,34,17,520000 # NADIR_144ROWS_60SECS_3SUBDS -- EXECTIME=59551MS
0,1,1,132,0,26,11,500000 # NADIR_144ROWS_30SECS_2SUBDS -- EXECTIME=29546MS
0,1,1,132,0,52,11,515000 # NADIR_144ROWS_60SECS_2SUBDS -- EXECTIME=59588MS
0,1,1,133,0,16,17,530000 # NADIR_144ROWS_30SECS_3SUBDS -- EXECTIME=29435MS
0,1,1,133,0,34,17,520000 # NADIR_144ROWS_60SECS_3SUBDS -- EXECTIME=59551MS
0,1,1,133,0,26,11,500000 # NADIR_144ROWS_30SECS_2SUBDS -- EXECTIME=29546MS
0,1,1,133,0,52,11,515000 # NADIR_144ROWS_60SECS_2SUBDS -- EXECTIME=59588MS
0,1,1,168,0,16,17,530000 # NADIR_144ROWS_30SECS_3SUBDS -- EXECTIME=29435MS
0,1,1,168,0,34,17,520000 # NADIR_144ROWS_60SECS_3SUBDS -- EXECTIME=59551MS
0,1,1,168,0,26,11,500000 # NADIR_144ROWS_30SECS_2SUBDS -- EXECTIME=29546MS
0,1,1,168,0,52,11,515000 # NADIR_144ROWS_60SECS_2SUBDS -- EXECTIME=59588MS
0,1,1,189,0,16,17,530000 # NADIR_144ROWS_30SECS_3SUBDS -- EXECTIME=29435MS
0,1,1,189,0,34,17,520000 # NADIR_144ROWS_60SECS_3SUBDS -- EXECTIME=59551MS
0,1,1,189,0,26,11,500000 # NADIR_144ROWS_30SECS_2SUBDS -- EXECTIME=29546MS
0,1,1,189,0,52,11,515000 # NADIR_144ROWS_60SECS_2SUBDS -- EXECTIME=59588MS
0,1,1,190,0,16,17,530000 # NADIR_144ROWS_30SECS_3SUBDS -- EXECTIME=29435MS
0,1,1,190,0,34,17,520000 # NADIR_144ROWS_60SECS_3SUBDS -- EXECTIME=59551MS
0,1,1,190,0,26,11,500000 # NADIR_144ROWS_30SECS_2SUBDS -- EXECTIME=29546MS
0,1,1,190,0,52,11,515000 # NADIR_144ROWS_60SECS_2SUBDS -- EXECTIME=59588MS
0,1,1,193,0,16,17,530000 # NADIR_144ROWS_30SECS_3SUBDS -- EXECTIME=29435MS
0,1,1,193,0,34,17,520000 # NADIR_144ROWS_60SECS_3SUBDS -- EXECTIME=59551MS
0,1,1,193,0,26,11,500000 # NADIR_144ROWS_30SECS_2SUBDS -- EXECTIME=29546MS
0,1,1,193,0,52,11,515000 # NADIR_144ROWS_60SECS_2SUBDS -- EXECTIME=59588MS
